190,Sherwin-Williams,236,1772.30 ,56.50,52695,John G. Morikis,Chemicals,Chemicals,Cleveland,OH,41.49932,-81.6943605
191,PPG Industries,183,1591.00 ,81.40,47200,Michael H. McGarry,Chemicals,Chemicals,Pittsburgh,PA,40.4406248,-79.9958864
192,Texas Instruments,206,3682.00 ,2.40,29714,Brian T. Crutcher,Technology,Semiconductors and Other Electronic Components,Dallas,TX,32.7766642,-96.7969879
193,C.H. Robinson Worldwide,212,504.90 ,-1.70,15074,John P. Wiehoff,Transportation,Transportation and Logistics,Eden Prairie,MN,44.8546856,-93.470786
194,WestRock,190,708.20 ,-,44800,Steven C. Voorhees,Materials,"Packaging, Containers",Atlanta,GA,33.7489954,-84.3879824
195,Cognizant Technology Solutions,205,1504.00 ,-3.20,260000,Francisco D'Souza,Technology,Information Technology Services,Teaneck,NJ,40.8932469,-74.0116536
196,Newell Brands,208,2748.80 ,420.80,49000,Michael B. Polk,Household Products,"Home Equipment, Furnishings",Hoboken,NJ,40.7439905,-74.0323626
197,CBS,193,357.00 ,-71.70,14715,Leslie Moonves,Media,Entertainment,New York,NY,40.7127753,-74.0059728
198,Envision Healthcare,538,228.00,-,57750,Christopher A. Holden,Health Care,Health Care: Pharmacy and Other Services,Nashville,TN,36.1626638,-86.7816016
199,Monsanto,204,2260.00 ,69.20,21900,Hugh Grant,Chemicals,Chemicals,St. Louis,MO,38.6270025,-90.1994042
200,Aramark,192,373.90 ,29.90,215000,Eric J. Foss,Business Services,Diversified Outsourcing Services,Philadelphia,PA,39.9525839,-75.1652215
201,Applied Materials,265,3434.00 ,99.50,18400,Gary E. Dickerson,Technology,Semiconductors and Other Electronic Components,Santa Clara,CA,37.3541079,-121.9552356
202,Waste Management,201,1949.00 ,64.90,42300,James C. Fish Jr.,Business Services,Waste Management,Houston,TX,29.7604267,-95.3698028
203,DISH Network,186,2098.70 ,44.80,17000,W. Erik Carlson,Telecommunications,Telecommunications,Englewood,CO,39.6477653,-104.9877597
204,Illinois Tool Works,202,1687.00 ,-17.10,50000,E. Scott Santi,Industrials,Industrial Machinery,Glenview,IL,42.0697509,-87.7878408
205,Lincoln National,207,2079.00 ,74.40,9047,Dennis R. Glass,Financials,"Insurance: Life, Health (stock)",Wayne,PA,40.0462208,-75.3599105
206,HollyFrontier,274,805.40 ,-,3522,George J. Damiris,Energy,Petroleum Refining,Dallas,TX,32.7766642,-96.7969879
207,CBRE Group,214,691.50 ,20.90,80000,Robert E. Sulentic,Financials,Real estate,Los Angeles,CA,34.0522342,-118.2436849
208,Textron,200,307.00 ,-68.10,37000,Scott C. Donnelly,Aerospace &  Defense,Aerospace and Defense,Providence,RI,41.8239891,-71.4128343
209,Ross Stores,219,1362.80 ,21.90,82700,Barbara Rentler,Retailing,Specialty Retailers: Apparel,Dublin,CA,37.7021521,-121.9357918
210,Principal Financial,227,2310.40 ,75.50,15378,Daniel J. Houston,Financials,"Insurance: Life, Health (stock)",Des Moines,IA,41.6005448,-93.6091064
211,D.R. Horton,232,1038.40 ,17.20,7735,David V. Auld,Engineering &  Construction,Homebuilders,Arlington,TX,32.735687,-97.1080656
212,Marsh & McLennan,210,1492.00 ,-15.60,64000,Daniel S. Glaser,Financials,Diversified Financials,New York,NY,40.7127753,-74.0059728
213,Devon Energy,231,898.00 ,-,3414,David A. Hager,Energy,"Mining, Crude-Oil Production",Oklahoma City,OK,35.4675602,-97.5164276
214,AES,194,1161.00,-,10500,Andr�s R. Gluski,Energy,Utilities: Gas and Electric,Arlington,VA,38.8816208,-77.0909809
215,Ecolab,211,1508.40 ,22.70,48400,Douglas M. Baker Jr.,Chemicals,Chemicals,St Paul,MN,44.9537029,-93.0899578
216,Land O'Lakes,209,314.20 ,28.30,10000,Christopher J. Policinski,"Food, Beverages &  Tobacco",Food Consumer Products,Arden Hills,MN,45.0502435,-93.1566112
217,Loews,213,1164.00 ,78.00,18100,James S. Tisch,Financials,Insurance: Property and Casualty (Stock),New York,NY,40.7127753,-74.0059728
218,Kinder Morgan,215,183.00 ,-74.20,10897,Steven J. Kean,Energy,Pipelines,Houston,TX,29.7604267,-95.3698028
219,FirstEnergy,196,1724.00,-,15617,Charles E. Jones,Energy,Utilities: Gas and Electric,Akron,OH,41.0814447,-81.5190053
220,Occidental Petroleum,278,1311.00 ,-,11000,Vicki A. Hollub,Energy,"Mining, Crude-Oil Production",Houston,TX,29.7604267,-95.3698028
221,Viacom,224,1874.00 ,30.30,11200,Robert M. Bakish,Media,Entertainment,New York,NY,40.7127753,-74.0059728
222,PayPal Holdings,264,1795.00 ,28.10,18700,Daniel H. Schulman,Business Services,Financial Data Services,San Jose,CA,37.3382082,-121.8863286
223,NGL Energy Partners,237,137.00 ,-,2700,H. Michael Krimbill,Energy,Energy,Tulsa,OK,36.1539816,-95.992775
224,Celgene,254,2940.00 ,47.10,7467,Mark J. Alles,Health Care,Pharmaceuticals,Summit,NJ,40.7146376,-74.3646122
225,Arconic,228,74.00,-,41500,Charles P. Blankenship,Aerospace &  Defense,Aerospace and Defense,New York,NY,40.7127753,-74.0059728
226,Kellogg,216,1269.00 ,82.90,32944,Steven A. Cahillane,"Food, Beverages &  Tobacco",Food Consumer Products,Battle Creek,MI,42.3211522,-85.1797142
227,Las Vegas Sands,249,2806.00 ,68.00,50500,Sheldon G. Adelson,"Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",Las Vegas,NV,36.1699412,-115.1398296
228,Stanley Black & Decker,250,1226.00 ,27.00,57765,James M. Loree,Household Products,"Home Equipment, Furnishings",New Britain,CT,41.6612104,-72.7795419
229,Booking Holdings,268,2340.80 ,9.60,22900,Glenn D. Fogel,Technology,Internet Services and Retailing,Norwalk,CT,41.117744,-73.4081575
230,Lennar,260,810.50 ,-11.10,9111,Richard Beckwitt,Engineering &  Construction,Homebuilders,Miami,FL,25.7616798,-80.1917902
231,L Brands,220,983.00 ,-15.10,59200,Leslie H. Wexner,Retailing,Specialty Retailers: Apparel,Columbus,OH,39.9611755,-82.9987942
232,DTE Energy,272,1134.00 ,30.60,10200,Gerard M. Anderson,Energy,Utilities: Gas and Electric,Detroit,MI,42.331427,-83.0457538
233,Dominion Energy,238,2999.00 ,41.30,16200,Thomas F. Farrell II,Energy,Utilities: Gas and Electric,Richmond,VA,37.5407246,-77.4360481
234,Reinsurance Group of America,246,1822.20 ,159.80,2640,Anna Manning,Financials,"Insurance: Life, Health (stock)",Chesterfield,MO,38.6631083,-90.5770675
235,J.C. Penney,221,116.00,-11700.00,98000,Jeffrey A. Davis/Joseph M. McFarland/Therace M. Risch,Retailing,General Merchandisers,Plano,TX,33.0198431,-96.6988856
236,Mastercard,267,3915.00 ,-3.50,13400,Ajay Banga,Business Services,Financial Data Services,Harrison,NY,41.0400135,-73.7144477
237,BlackRock,255,4970.00 ,56.70,13900,Laurence D. Fink,Financials,Securities,New York,NY,40.7127753,-74.0059728
238,Henry Schein,243,406.30 ,-19.80,22000,Stanley M. Bergman,Wholesalers,Wholesalers: Health Care,Melville,NY,40.7934322,-73.4151214
239,Guardian Life Ins. Co. of America,218,455.30 ,72.50,9283,Deanna M. Mulligan,Financials,"Insurance: Life, Health (Mutual)",New York,NY,40.7127753,-74.0059728
240,Stryker,252,1020.00 ,-38.10,33000,Kevin A. Lobo,Health Care,Medical Products and Equipment,Kalamazoo,MI,42.2917069,-85.5872286
241,Jefferies Financial Group,262,171.70 ,32.10,12700,Richard B. Handler,Financials,Diversified Financials,New York,NY,40.7127753,-74.0059728
242,VF,230,614.90 ,-42.80,69000,Steven E. Rendle,Apparel,Apparel,Greensboro,NC,36.0726354,-79.7919754
243,ADP,240,1733.40 ,16.10,58000,Carlos A. Rodriguez,Business Services,Diversified Outsourcing Services,Roseland,NJ,40.8206555,-74.2937594
244,Edison International,235,565.00 ,-56.90,12521,Pedro J. Pizarro,Energy,Utilities: Gas and Electric,Rosemead,CA,34.0805651,-118.072846
245,Biogen,248,2539.10 ,-31.40,7300,Michel Vounatsos,Health Care,Pharmaceuticals,Cambridge,MA,42.3736158,-71.1097335
246,United States Steel,279,387.00 ,-,29200,David B. Burritt,Materials,Metals,Pittsburgh,PA,40.4406248,-79.9958864
247,Core-Mark Holding,247,33.50 ,-38.20,8413,Thomas B. Perkins,Wholesalers,Wholesalers: Food and Grocery,South San Francisco,CA,37.654656,-122.4077498
248,Bed Bath & Beyond,233,685.10 ,-18.60,65000,Steven H. Temares,Retailing,Specialty Retailers: Other,Union,NJ,40.6975898,-74.2631635
249,Oneok,312,387.80 ,10.20,2470,Terry K. Spencer,Energy,Pipelines,Tulsa,OK,36.1539816,-95.992775
250,BB& T Corp.,245,2394.00 ,-1.30,36484,Kelly S. King,Financials,Commercial Banks,Winston-Salem,NC,36.0998596,-80.244216
251,Becton Dickinson,225,1100.00 ,12.70,41933,Vincent A. Forlenza,Health Care,Medical Products and Equipment,Franklin Lakes,NJ,41.0167639,-74.2057011
252,Ameriprise Financial,239,1480.00 ,12.60,13312,James M. Cracchiolo,Financials,Diversified Financials,Minneapolis,MN,44.977753,-93.2650108
253,Farmers Insurance Exchange,222,65.40,-,13015,Jeffrey J. Dailey,Financials,Insurance: Property and Casualty (Mutual),Los Angeles,CA,34.165357,-118.6089752
254,First Data,242,1465.00 ,248.80,22000,Frank J. Bisignano,Business Services,Financial Data Services,New York,NY,40.7127753,-74.0059728
255,Consolidated Edison,234,1525.00 ,22.50,15591,John McAvoy,Energy,Utilities: Gas and Electric,New York,NY,40.7127753,-74.0059728
256,Parker-Hannifin,251,983.40 ,21.90,56690,Thomas L. Williams,Industrials,Industrial Machinery,Cleveland,OH,41.49932,-81.6943605
257,Anadarko Petroleum,344,456.00,-,4400,R. A. Walker,Energy,"Mining, Crude-Oil Production",The Woodlands,TX,30.1658207,-95.4612625
258,Estee Lauder,253,1249.00 ,12.10,46000,Fabrizio Freda,Household Products,Household and Personal Products,New York,NY,40.7127753,-74.0059728
259,State Street Corp.,271,2177.00 ,1.60,36643,Joseph L. Hooley,Financials,Commercial Banks,Boston,MA,42.3600825,-71.0588801
260,Tesla,383,1961.40,-,37543,Elon Musk,Motor Vehicles &  Parts,Motor Vehicles and Parts,Palo Alto,CA,37.4418834,-122.1430195
261,Netflix,314,558.90 ,199.40,5100,Reed Hastings,Technology,Internet Services and Retailing,Los Gatos,CA,37.2358078,-121.9623751
262,Alcoa,300,217.00 ,-,14600,Roy C. Harvey,Materials,Metals,Pittsburgh,PA,40.4406248,-79.9958864
263,Discover Financial Services,277,2099.00 ,-12.30,16500,David W. Nelms,Financials,Commercial Banks,Riverwoods,IL,42.1675254,-87.897014
264,Praxair,275,1247.00 ,-16.90,26461,Stephen F. Angel,Chemicals,Chemicals,Danbury,CT,41.394817,-73.4540111
265,CSX,257,5471.00 ,219.20,24006,James M. Foote,Transportation,Railroads,Jacksonville,FL,30.3321838,-81.655651
266,Xcel Energy,256,1148.00 ,2.20,11105,Benjamin G.S. Fowke III,Energy,Utilities: Gas and Electric,Minneapolis,MN,44.977753,-93.2650108
267,Unum Group,258,994.20 ,6.70,9400,Richard P. McKenney,Financials,"Insurance: Life, Health (stock)",Chattanooga,TN,35.0456297,-85.3096801
268,Universal Health Services,276,752.30 ,7.10,72300,Alan B. Miller,Health Care,Health Care: Medical Facilities,King of Prussia,PA,40.1012856,-75.3835525
269,NRG Energy,229,2153.00,-,5940,Mauricio Gutierrez,Energy,Energy,Princeton,NJ,40.3572976,-74.6672226
270,EOG Resources,356,2582.60 ,-,2664,William R. Thomas,Energy,"Mining, Crude-Oil Production",Houston,TX,29.7604267,-95.3698028
271,Sempra Energy,280,256.00 ,-81.30,16046,J. Walker Martin,Energy,Utilities: Gas and Electric,San Diego,CA,32.715738,-117.1610838
272,Toys 'R' Us,244,612.00,-,65000,David A. Brandon,Retailing,Specialty Retailers: Other,Wayne,NJ,40.9253725,-74.2765441
273,Group 1 Automotive,261,213.40 ,45.10,14108,Earl J. Hesterberg,Retailing,"Automotive Retailing, Services",Houston,TX,29.7604267,-95.3698028
274,Entergy,263,411.60 ,-,13504,Leo P. Denault,Energy,Utilities: Gas and Electric,New Orleans,LA,29.9510658,-90.0715323
275,Molson Coors Brewing,522,1414.20 ,-28.40,17200,Mark R. Hunter,"Food, Beverages &  Tobacco",Beverages,Denver,CO,39.7392358,-104.990251
276,L3 Technologies,273,677.00 ,-4.60,38000,Christopher E. Kubasik,Aerospace &  Defense,Aerospace and Defense,New York,NY,40.7127753,-74.0059728
277,Ball,306,374.00 ,42.20,18300,John A. Hayes,Materials,"Packaging, Containers",Broomfield,CO,39.9205411,-105.0866504
278,AutoZone,270,1280.90 ,3.20,70035,William C. Rhodes III,Retailing,Specialty Retailers: Other,Memphis,TN,35.1495343,-90.0489801
279,Murphy USA,291,245.30 ,10.70,6900,R. Andrew Clyde,Retailing,Specialty Retailers: Other,El Dorado,AR,33.20763,-92.6662674
280,MGM Resorts International,297,1960.30 ,78.00,68500,James J. Murren,"Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",Las Vegas,NV,36.1699412,-115.1398296
281,Office Depot,203,181.00 ,-65.80,45000,Gerry P. Smith,Retailing,Specialty Retailers: Other,Boca Raton,FL,26.3683064,-80.1289321
282,Huntsman,289,636.00 ,95.10,10000,Peter R. Huntsman,Chemicals,Chemicals,The Woodlands,TX,30.1658207,-95.4612625
283,Baxter International,281,717.00 ,-85.60,47000,Jos� E. Almeida,Health Care,Medical Products and Equipment,Deerfield,IL,42.1711365,-87.8445119
284,Norfolk Southern,284,5404.00 ,224.00,27110,James A. Squires,Transportation,Railroads,Norfolk,VA,36.8507689,-76.2858726
285,salesforce.com,326,127.50 ,-29.00,29000,Marc R. Benioff,Technology,Computer Software,SF,CA,37.7749295,-122.4194155
286,Laboratory Corp. of America,290,1268.20 ,73.20,60000,David P. King,Health Care,Health Care: Pharmacy and Other Services,Burlington,NC,36.0956918,-79.4377991
287,W.W. Grainger,282,585.70 ,-3.30,25050,Donald G. MacPherson,Wholesalers,Wholesalers: Diversified,Lake Forest,IL,42.2586342,-87.840625
288,Qurate Retail,269,2441.00 ,97.70,28255,Gregory B. Maffei,Retailing,Internet Services and Retailing,Englewood,CO,39.6477653,-104.9877597
289,Autoliv,283,427.10 ,-24.70,67352,Jan Carlson,Motor Vehicles &  Parts,Motor Vehicles and Parts,Auburn Hills,MI,42.6875323,-83.2341028
290,Live Nation Entertainment,330,6.00,-304.50,15050,Michael Rapino,Media,Entertainment,Beverly Hills,CA,34.0736204,-118.4003563
291,Xerox,162,195.00 ,-,36100,John Visentin,Technology,"Computers, Office Equipment",Norwalk,CT,41.117744,-73.4081575
292,Leidos Holdings,381,366.00 ,50.00,31000,Roger A. Krone,Technology,Information Technology Services,Reston,VA,38.9586307,-77.3570028
293,Corning,298,497.00,-113.50,46200,Wendell P. Weeks,Industrials,"Electronics, Electrical Equip.",Corning,NY,42.1428521,-77.0546903
294,Lithia Motors,318,245.20 ,24.40,12899,Bryan B. DeBoer,Retailing,"Automotive Retailing, Services",Medford,OR,42.3265152,-122.8755949
295,Expedia Group,317,378.00 ,34.10,22615,Mark D. Okerstrom,Retailing,Internet Services and Retailing,Bellevue,WA,47.6101497,-122.2015159
296,Republic Services,299,1278.40 ,108.70,35000,Donald W. Slager,Business Services,Waste Management,Phoenix,AZ,33.4483771,-112.0740373
297,Jacobs Engineering Group,259,293.70 ,39.60,49750,Steven J. Demetriou,Engineering &  Construction,"Engineering, Construction",Dallas,TX,32.7766642,-96.7969879
298,Sonic Automotive,287,93.00 ,-0.20,9750,B. Scott Smith,Retailing,"Automotive Retailing, Services",Charlotte,NC,35.2270869,-80.8431267
299,Ally Financial,286,929.00 ,-12.90,7900,Jeffrey J. Brown,Financials,Diversified Financials,Detroit,MI,42.331427,-83.0457538
300,LKQ,304,533.70 ,15.00,43000,Dominick P. Zarcone,Wholesalers,Wholesalers: Diversified,Chicago,IL,41.8781136,-87.6297982
301,BorgWarner,305,439.90 ,271.20,29000,James R. Verrier,Motor Vehicles &  Parts,Motor Vehicles and Parts,Auburn Hills,MI,42.6875323,-83.2341028
302,Fidelity National Financial,293,771.00 ,18.60,24525,Raymond R. Quirk,Financials,Insurance: Property and Casualty (Stock),Jacksonville,FL,30.3321838,-81.655651
303,SunTrust Banks,303,2273.00 ,21.00,23785,William H. Rogers Jr.,Financials,Commercial Banks,Atlanta,GA,33.7489954,-84.3879824
304,IQVIA Holdings,390,1309.00 ,1038.30,55000,Ari Bousbib,Health Care,Health Care: Pharmacy and Other Services,Durham,NC,35.980513,-78.90511
305,Reliance Steel & Aluminum,320,613.40 ,101.60,14900,Gregg J. Mollins,Materials,Metals,Los Angeles,CA,34.0522342,-118.2436849
306,Nvidia,387,3047.00 ,82.90,11528,Jen-Hsun Huang,Technology,Semiconductors and Other Electronic Components,Santa Clara,CA,37.3541079,-121.9552356
307,Voya Financial,266,2992.00,-,6300,Rodney O. Martin Jr.,Financials,Diversified Financials,New York,NY,40.7127753,-74.0059728
308,CenterPoint Energy,362,1792.00 ,314.80,7977,Scott M. Prochazka,Energy,Utilities: Gas and Electric,Houston,TX,29.7604267,-95.3698028
309,eBay,310,1016.00,-114.00,14100,Devin N. Wenig,Technology,Internet Services and Retailing,San Jose,CA,37.3382082,-121.8863286
310,Eastman Chemical,309,1384.00 ,62.10,14000,Mark J. Costa,Chemicals,Chemicals,Kingsport,TN,36.548434,-82.5618186
311,American Family Insurance Group,315,155.60 ,-52.20,11307,Jack C. Salzwedel,Financials,Insurance: Property and Casualty (Stock),Madison,WI,43.0730517,-89.4012302
312,Steel Dynamics,347,812.70 ,112.70,7635,Mark D. Millett,Materials,Metals,Fort Wayne,IN,41.079273,-85.1393513
313,Pacific Life,302,1365.00 ,65.70,3578,James T. Morris,Financials,"Insurance: Life, Health (stock)",Newport Beach,CA,33.6188829,-117.9298493
314,Chesapeake Energy,343,949.00 ,-,3200,Robert D. Lawler,Energy,"Mining, Crude-Oil Production",Oklahoma City,OK,35.4675602,-97.5164276
315,Mohawk Industries,311,971.60 ,4.40,38800,Jeffrey S. Lorberbaum,Household Products,"Home Equipment, Furnishings",Calhoun,GA,34.502587,-84.9510542
316,Quanta Services,355,315.00 ,58.80,32800,Earl C. Austin Jr.,Engineering &  Construction,"Engineering, Construction",Houston,TX,29.7604267,-95.3698028
317,Advance Auto Parts,292,475.50 ,3.50,55500,Thomas R. Greco,Retailing,Specialty Retailers: Other,Roanoke,VA,37.2709704,-79.9414266
318,Owens & Minor,288,72.80 ,-33.10,8600,P. Cody Phipps,Wholesalers,Wholesalers: Health Care,Mechanicsville,VA,37.6087561,-77.3733139
319,United Natural Foods,325,130.20 ,3.50,9700,Steven L. Spinner,Wholesalers,Wholesalers: Food and Grocery,Providence,RI,41.8239891,-71.4128343
320,Tenneco,322,207.00 ,-41.90,32000,Brian J. Kesseler,Motor Vehicles &  Parts,Motor Vehicles and Parts,Lake Forest,IL,42.2586342,-87.840625
321,Conagra Brands,197,639.30 ,-,12600,Sean M. Connolly,"Food, Beverages &  Tobacco",Food Consumer Products,Chicago,IL,41.8781136,-87.6297982
322,GameStop,321,34.70 ,-90.20,39500,Shane S. Kim,Retailing,Specialty Retailers: Other,Grapevine,TX,32.9342919,-97.0780654
323,Hormel Foods,295,846.70 ,-4.90,20200,James P. Snee,"Food, Beverages &  Tobacco",Food Consumer Products,Austin,MN,43.6666296,-92.9746367
324,Hilton Worldwide Holdings,241,1259.00 ,261.80,163000,Christopher J. Nassetta,"Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",McLean,VA,38.9338676,-77.1772604
325,Frontier Communications,313,1804.00,-,22736,Daniel J. McCarthy,Telecommunications,Telecommunications,Norwalk,CT,41.117744,-73.4081575
326,Fidelity National Information Services,301,1319.00 ,132.20,53000,Gary A. Norcross,Business Services,Financial Data Services,Jacksonville,FL,30.3321838,-81.655651
327,Public Service Enterprise Group,306,1574.00 ,77.50,12945,Ralph Izzo,Energy,Utilities: Gas and Electric,Newark,NJ,40.735657,-74.1723667
328,Boston Scientific,327,104.00 ,-70.00,29000,Michael F. Mahoney,Health Care,Medical Products and Equipment,Marlboro,MA,42.3459271,-71.5522874
329,OReilly Automotive,323,1133.80 ,9.30,60365,Gregory D. Johnson,Retailing,Specialty Retailers: Other,Springfield,MO,37.2089572,-93.2922989
330,Charles Schwab,357,2354.00 ,24.60,17600,Walter W. Bettinger II,Financials,Securities,SF,CA,37.7749295,-122.4194155
331,Global Partners,334,58.80 ,-,2000,Eric Slifka,Wholesalers,Wholesalers: Diversified,Waltham,MA,42.3764852,-71.2356113
332,PVH,335,537.80 ,-2.00,28050,Emanuel Chirico,Apparel,Apparel,New York,NY,40.7127753,-74.0059728
333,Avis Budget Group,319,361.00 ,121.50,26300,Larry D. De Shon,Retailing,"Automotive Retailing, Services",Parsippany-Troy Hills,NJ,40.8652865,-74.4173877
334,Targa Resources,402,54.00 ,-,2130,Joe Bob Perkins,Energy,Pipelines,Houston,TX,29.7604267,-95.3698028
335,Hertz Global Holdings,296,327.00 ,-,37000,Kathryn V. Marinello,Retailing,"Automotive Retailing, Services",Estero,FL,26.438136,-81.8067523
336,Calpine,400,339.00,-468.50,2290,John B. Hill III,Energy,Energy,Houston,TX,29.7604267,-95.3698028
337,Mutual of Omaha Insurance,342,862.60 ,141.90,5896,James T. Blackledge,Financials,"Insurance: Life, Health (stock)",Omaha,NE,41.2565369,-95.9345034
338,Crown Holdings,333,323.00 ,-34.90,24342,Timothy J. Donahue,Materials,"Packaging, Containers",Philadelphia,PA,39.9525839,-75.1652215
339,Peter Kiewit Sons,324,371.00 ,-6.30,22000,Bruce E. Grewcock,Engineering &  Construction,"Engineering, Construction",Omaha,NE,41.2565369,-95.9345034
340,Dicks Sporting Goods,340,323.40 ,12.50,30300,Edward W. Stack,Retailing,Specialty Retailers: Other,Coraopolis,PA,40.5184013,-80.1667247
341,PulteGroup,353,447.20 ,-25.80,4810,Ryan R. Marshall,Engineering &  Construction,Homebuilders,Atlanta,GA,33.7489954,-84.3879824
342,Navistar International,337,30.00 ,-,11400,Troy A. Clarke,Industrials,Construction and Farm Machinery,Lisle,IL,41.801141,-88.0747875
343,Thrivent Financial for Lutherans,316,558.40 ,-5.00,3622,Bradford L. Hewitt,Financials,"Insurance: Life, Health (Mutual)",Minneapolis,MN,44.977753,-93.2650108
344,DCP Midstream,NULL,229.00 ,-26.60,2650,Wouter T. van Kempen,Energy,Pipelines,Denver,CO,39.7392358,-104.990251
345,Air Products & Chemicals,294,3000.40 ,375.40,15150,Seifi Ghasemi,Chemicals,Chemicals,Allentown,PA,40.6022939,-75.4714098
346,Veritiv,331,13.30,-163.30,8900,Mary A. Laschinger,Wholesalers,Wholesalers: Diversified,Atlanta,GA,33.7489954,-84.3879824
347,AGCO,370,186.40 ,16.40,20462,Martin H. Richenhagen,Industrials,Construction and Farm Machinery,Duluth,GA,34.0028786,-84.1446376
348,Genworth Financial,329,817.00 ,-,3500,Thomas J. McInerney,Financials,"Insurance: Life, Health (stock)",Richmond,VA,37.5407246,-77.4360481
349,Univar,338,119.80 ,-,8600,David C. Jukes,Wholesalers,Wholesalers: Diversified,Downers Grove,IL,41.8089191,-88.0111746
350,News Corp.,332,738.00,-512.30,26000,Robert J. Thomson,Media,"Publishing, Printing",New York,NY,40.7127753,-74.0059728
351,SpartanNash,350,52.80,-193.00,11950,David M. Staples,Wholesalers,Wholesalers: Food and Grocery,Byron Center,MI,42.8122508,-85.7228061
352,Westlake Chemical,507,1304.00 ,226.90,8799,Albert Yuan Chao,Chemicals,Chemicals,Houston,TX,29.7604267,-95.3698028
353,Williams,367,2174.00 ,-,5425,Alan S. Armstrong,Energy,Energy,Tulsa,OK,36.1539816,-95.992775
354,Lam Research,440,1697.80 ,85.70,9400,Martin B. Anstice,Technology,Semiconductors and Other Electronic Components,Fremont,CA,37.5482697,-121.9885719
355,Alaska Air Group,438,1034.00 ,27.00,23156,Bradley D. Tilden,Transportation,Airlines,Seattle,WA,47.6062095,-122.3320708
356,Jones Lang LaSalle,391,254.20 ,-20.10,81900,Christian Ulbrich,Financials,Real estate,Chicago,IL,41.8781136,-87.6297982
357,Anixter International,359,109.00 ,-9.50,8900,Robert J. Eck,Wholesalers,Wholesalers: Electronics and Office Equipment,Glenview,IL,42.0697509,-87.7878408
358,Campbell Soup,339,887.00 ,57.50,18000,Denise M. Morrison,"Food, Beverages &  Tobacco",Food Consumer Products,Camden,NJ,39.9259463,-75.1196199
359,Interpublic Group,345,579.00 ,-4.80,50200,Michael I. Roth,Business Services,"Advertising, marketing",New York,NY,40.7127753,-74.0059728
360,Dover,392,811.70 ,59.50,29000,Richard J. Tobin,Industrials,Industrial Machinery,Downers Grove,IL,41.8089191,-88.0111746
361,Zimmer Biomet Holdings,352,1813.80 ,492.90,18200,Bryan C. Hanson,Health Care,Medical Products and Equipment,Warsaw,IN,41.2381,-85.8530469
362,Dean Foods,351,61.60 ,-48.60,16000,Ralph P. Scozzafava,"Food, Beverages &  Tobacco",Food Consumer Products,Dallas,TX,32.7766642,-96.7969879
363,Foot Locker,348,284.00 ,-57.20,32175,Richard A. Johnson,Retailing,Specialty Retailers: Apparel,New York,NY,40.7127753,-74.0059728
364,Eversource Energy,358,988.00 ,4.80,8084,James J. Judge,Energy,Utilities: Gas and Electric,Springfield,MA,42.1014831,-72.589811
365,Alliance Data Systems,378,788.70 ,52.90,20000,Edward J. Heffernan,Business Services,Financial Data Services,Plano,TX,33.0198431,-96.6988856
366,Fifth Third Bancorp,389,2194.00 ,40.30,18125,Greg D. Carmichael,Financials,Commercial Banks,Cincinnati,OH,39.1031182,-84.5120196
367,Quest Diagnostics,366,772.00 ,19.70,45000,Stephen H. Rusckowski,Health Care,Health Care: Pharmacy and Other Services,Secaucus,NJ,40.7895453,-74.0565298
368,EMCOR Group,360,227.20 ,24.90,32000,Anthony J. Guzzi,Engineering &  Construction,"Engineering, Construction",Norwalk,CT,41.117744,-73.4081575
369,W.R. Berkley,354,549.10 ,-8.80,7722,W. Robert Berkley Jr.,Financials,Insurance: Property and Casualty (Stock),Greenwich,CT,41.0262417,-73.6281964
370,WESCO International,373,163.50 ,60.90,9100,John J. Engel,Wholesalers,Wholesalers: Diversified,Pittsburgh,PA,40.4406248,-79.9958864
371,Coty,558,422.20,-369.10,22000,Camillo Pane,Household Products,Household and Personal Products,New York,NY,40.7127753,-74.0059728
372,WEC Energy Group,368,1203.70 ,28.20,8129,Gale E. Klappa,Energy,Utilities: Gas and Electric,Milwaukee,WI,43.0389025,-87.9064736
373,Masco,372,533.00 ,8.60,26000,Keith J. Allman,Household Products,"Home Equipment, Furnishings",Livonia,MI,42.36837,-83.3527097
374,DXC Technology,NULL,123.00,-149.00,60000,J. Michael Lawrie,Technology,Information Technology Services,Tysons,VA,38.9187222,-77.2310925
375,Auto-Owners Insurance,398,645.70 ,-8.60,5227,Jeffrey S. Tagsold,Financials,Insurance: Property and Casualty (Mutual),Lansing,MI,42.732535,-84.5555347
376,Jones Financial (Edward Jones),403,872.00 ,16.90,45000,James D. Weddle,Financials,Securities,Des Peres,MO,38.59722,-90.448126
377,Liberty Media,491,1354.00 ,99.10,4393,Gregory B. Maffei,Media,Entertainment,Englewood,CO,39.6477653,-104.9877597
378,Erie Insurance Group,382,857.50 ,15.60,5260,Timothy G. NeCastro,Financials,Insurance: Property and Casualty (Mutual),Erie,PA,42.1292241,-80.085059
379,Hershey,369,783.00 ,8.70,16135,Michele G. Buck,"Food, Beverages &  Tobacco",Food Consumer Products,Hershey,PA,40.2859239,-76.6502468
380,PPL,365,1128.00 ,-40.70,12512,William H. Spence,Energy,Utilities: Gas and Electric,Allentown,PA,40.6022939,-75.4714098
